DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,17XX VINE ST,39.1142678996067,-84.5166243260596,OVER-THE-RHINE,OVER-THE-RHINE,5108,209014295,1,,BLACK,MALE,21,NONFATAL,07/05/2020 12:00:00 AM,JUL,012000,1,SUN,209014295,07/05/2020 01:20:00 AM,DISTRICT 1,,OTR
3,35XX WERK RD,39.1404827431924,-84.6195641526915,WESTWOOD,WESTWOOD,2425,139028227,1,"CINTI, OH 45237",BLACK,MALE,24,NONFATAL,10/14/2013 12:00:00 AM,OCT,233500,23,MON,139028227,10/14/2013 11:35:00 PM,DISTRICT 3,45211,WESTWOOD
3,11XX WINFIELD,39.1133560726819,-84.5850449428575,WEST PRICE HILL,WEST PRICE HILL,2621,149011655,1,"CIN, OH",BLACK,MALE,25,NONFATAL,05/21/2014 12:00:00 AM,MAY,050000,5,WED,149011655,05/21/2014 05:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
4,35XX ALASKA AV,39.1466921489192,-84.498277411248,AVONDALE,AVONDALE,3137,159020298,1,"CINC, OH 45229",WHITE,MALE,44,NONFATAL,07/31/2015 12:00:00 AM,JUL,231500,23,FRI,159020298,07/31/2015 11:15:00 PM,DISTRICT 4,45229,AVONDALE
1,19XX VINE ST,39.1180663379115,-84.5172129707873,OVER-THE-RHINE,OVER-THE-RHINE,791,10905612,2,,BLACK,MALE,18,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,10905612,11/28/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,47XX GUERLEY RD,39.1181274509333,-84.5949292952045,WEST PRICE HILL,WEST PRICE HILL,3700,169027596,1,,BLACK,FEMALE,2,NONFATAL,10/22/2016 12:00:00 AM,OCT,001800,0,SAT,169027596,10/22/2016 12:18:00 AM,DISTRICT 3,,WEST PRICE HILL
2,15XX ST LEGER PL,39.1384939341828,-84.4778010593819,EVANSTON,EVANSTON,2615,149011174,1,"CINTI, OH 45207",BLACK,MALE,37,FATAL,05/14/2014 12:00:00 AM,MAY,235000,23,WED,149011174,05/14/2014 11:50:00 PM,DISTRICT 2,45207,EVANSTON
5,XX CRAFT ST,39.1789502849549,-84.5099331730152,WINTON HILLS,WINTON HILLS,1302,51100855,1,"CINC, OH 45232",BLACK,FEMALE,35,NONFATAL,02/18/2011 12:00:00 AM,FEB,002900,0,FRI,51100855,02/18/2011 12:29:00 AM,DISTRICT 5,45232,WINTON HILLS
3,10XX SETON AV,39.1107953781642,-84.5757478341765,WEST PRICE HILL,EAST PRICE HILL,4133,179014778,1,,BLACK,MALE,33,FATAL,11/06/2017 12:00:00 AM,NOV,123000,12,MON,179014778,11/06/2017 12:30:00 PM,DISTRICT 3,,EAST PRICE HILL
4,18XX CREST HILL AV,39.2056824656891,-84.4537106618639,ROSELAWN,ROSELAWN,3019,159012285,1,"CINC, OH 45237",BLACK,MALE,42,NONFATAL,05/16/2015 12:00:00 AM,MAY,191500,19,SAT,159012285,05/16/2015 07:15:00 PM,DISTRICT 4,45237,ROSELAWN
3,46XX RAPID RUN RD,39.1119145827186,-84.5944656314414,WEST PRICE HILL,WEST PRICE HILL,4394,189023479,1,,BLACK,MALE,34,NONFATAL,08/27/2018 12:00:00 AM,AUG,094400,9,MON,189023479,08/27/2018 09:44:00 AM,DISTRICT 3,,WEST PRICE HILL
4,77XX READING RD,39.2033518259345,-84.4557304305966,ROSELAWN,ROSELAWN,2173,139009642,1,"CINCI, OH 45213",BLACK,MALE,25,NONFATAL,04/20/2013 12:00:00 AM,APR,212000,21,SAT,139009642,04/20/2013 09:20:00 PM,DISTRICT 4,45237,ROSELAWN
5,58XX SHADYMIST LN,39.2010681174442,-84.5792184582774,MT AIRY,MT. AIRY,3887,179011182,2,,UNK,MALE,26,NONFATAL,04/02/2017 12:00:00 AM,APR,202000,20,SUN,179011182,04/02/2017 08:20:00 PM,DISTRICT 5,,MOUNT AIRY
3,11XX GRAND AV,39.1129660551092,-84.5602307730625,EAST PRICE HILL,EAST PRICE HILL,214,30806908,1,,WHITE,MALE,16,NONFATAL,07/19/2008 12:00:00 AM,JUL,,N/A,SAT,30806908,07/19/2008 12:00:00 AM,DISTRICT 3,45204,EAST PRICE HILL
1,17XX BAYMILLER ST,39.1148073891979,-84.5287463983575,WEST END,WEST END,5175,209017649,1,,BLACK,MALE,23,NONFATAL,08/11/2020 12:00:00 AM,AUG,103000,10,TUE,209017649,08/11/2020 10:30:00 AM,DISTRICT 1,,WEST END
2,43XX KELLOGG AV,39.1018134175148,-84.4323854461234,EAST END,LINWOOD,2095,139002861,4,"CINC, OH 45204",BLACK,MALE,23,NONFATAL,02/02/2013 12:00:00 AM,FEB,015000,1,SAT,139002861,02/02/2013 01:50:00 AM,DISTRICT 2,45226,EAST END
1,13XX WALNUT ST,39.110599707838,-84.513860481078,OVER-THE-RHINE,OVER-THE-RHINE,2299,139017737,3,"CINC, OH 45202",BLACK,FEMALE,50,NONFATAL,07/10/2013 12:00:00 AM,JUL,032300,3,WED,139017737,07/10/2013 03:23:00 AM,DISTRICT 1,45202,OTR
4,71XX READING RD,39.1901440332249,-84.4615775012339,ROSELAWN,ROSELAWN,2759,149023421,1,"CINC, OH 45202",BLACK,FEMALE,24,NONFATAL,09/16/2014 12:00:00 AM,SEP,013000,1,TUE,149023421,09/16/2014 01:30:00 AM,DISTRICT 4,45237,ROSELAWN
1,16XX VINE ST,39.1140801550676,-84.5161973934166,OVER-THE-RHINE,OVER-THE-RHINE,393,10806021,1,,BLACK,FEMALE,20,NONFATAL,12/07/2008 12:00:00 AM,DEC,,N/A,SUN,10806021,12/07/2008 12:00:00 AM,DISTRICT 1,45202,OTR
3,9XX ELBERON AV,39.110011211078,-84.564646513849,EAST PRICE HILL,EAST PRICE HILL,1008,31005467,1,,BLACK,MALE,31,NONFATAL,06/14/2010 12:00:00 AM,JUN,,N/A,MON,31005467,06/14/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
2,36XX CLARION AV,39.1460946850589,-84.4709256371538,EVANSTON,EVANSTON,254,20804050,1,,BLACK,MALE,17,NONFATAL,08/13/2008 12:00:00 AM,AUG,,N/A,WED,20804050,08/13/2008 12:00:00 AM,DISTRICT 2,45207,EVANSTON
1,8XX FINDLAY ST,39.1153063831254,-84.5285675718117,WEST END,WEST END,3052,159014519,2,"CINCI, OH 45214",BLACK,MALE,25,NONFATAL,06/08/2015 12:00:00 AM,JUN,000100,0,MON,159014519,06/08/2015 12:01:00 AM,DISTRICT 1,45214,WEST END
4,78XX DAWN RD,39.2045208216736,-84.4618588836406,ROSELAWN,ROSELAWN,3737,169031027,1,,BLACK,MALE,40,FATAL,11/27/2016 12:00:00 AM,NOV,025000,2,SUN,169031027,11/27/2016 02:50:00 AM,DISTRICT 4,,ROSELAWN
3,37XX BEEKMAN ST,39.1542148386346,-84.5502861947529,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,2145,139007221,1,"CINC, OH 45219",BLACK,MALE,19,NONFATAL,03/30/2013 12:00:00 AM,MAR,210000,21,SAT,139007221,03/30/2013 09:00:00 PM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
4,33XX BURNET AV,39.1405886515053,-84.5004503088615,CORRYVILLE,CORRYVILLE,4775,199021963,1,,BLACK,MALE,33,NONFATAL,09/22/2019 12:00:00 AM,SEP,012700,1,SUN,199021963,09/22/2019 01:27:00 AM,DISTRICT 4,,AVONDALE
1,1XX E CLIFTON AV,39.1167143156282,-84.5140876987844,OVER-THE-RHINE,OVER-THE-RHINE,497,10901143,2,,BLACK,MALE,25,NONFATAL,03/22/2009 12:00:00 AM,MAR,,N/A,SUN,10901143,03/22/2009 12:00:00 AM,DISTRICT 1,45202,MOUNT AUBURN
4,18XX LOSANTIVILLE AV,39.1930969918264,-84.4562407548056,ROSELAWN,ROSELAWN,4489,189031725,1,,BLACK,MALE,25,NONFATAL,12/03/2018 12:00:00 AM,DEC,214400,21,MON,189031725,12/03/2018 09:44:00 PM,DISTRICT 4,,ROSELAWN
5,53XX WINNESTE AV,39.1874182735765,-84.5154953115609,WINTON HILLS,WINTON HILLS,5069,209012433,1,,BLACK,FEMALE,28,NONFATAL,06/14/2020 12:00:00 AM,JUN,024000,2,SUN,209012433,06/14/2020 02:40:00 AM,DISTRICT 5,,WINTON HILLS
5,81XX DALY RD,39.2160681272446,-84.5311234695811,COLLEGE HILL,COLLEGE HILL,3566,169017772,2,"CINCINNATI, OH 45236",BLACK,MALE,23,NONFATAL,07/17/2016 12:00:00 AM,JUL,205000,20,SUN,169017772,07/17/2016 08:50:00 PM,DISTRICT 5,,COLLEGE HILL
1,13XX WALNUT ST,39.109289293868,-84.5127468036141,OVER-THE-RHINE,OVER-THE-RHINE,1486,11102869,1,"CINC, OH 45202",BLACK,MALE,32,NONFATAL,07/12/2011 12:00:00 AM,JUL,220000,22,TUE,11102869,07/12/2011 10:00:00 PM,DISTRICT 1,45202,OTR
5,XX W MITCHELL AV,39.1617965552498,-84.5066670286185,CLIFTON,CLIFTON,1160,51006127S1,1,"CINC., OH 45217",BLACK,MALE,29,NONFATAL,10/05/2010 12:00:00 AM,OCT,,N/A,TUE,51006127S1,10/05/2010 12:00:00 AM,DISTRICT 5,45217,NORTH AVONDALE
3,30XX GLENMORE AV,39.1412849342994,-84.6144712367222,WESTWOOD,WESTWOOD,53,30802303,1,,WHITE,MALE,27,NONFATAL,03/22/2008 12:00:00 AM,MAR,,N/A,SAT,30802303,03/22/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
2,15XX ST LEGER PL,39.1381300104142,-84.4764822934814,EVANSTON,EVANSTON,249,20804002,1,,BLACK,MALE,17,NONFATAL,08/10/2008 12:00:00 AM,AUG,,N/A,SUN,20804002,08/10/2008 12:00:00 AM,DISTRICT 2,45207,EVANSTON
5,14XX WEIGOLD,39.1668873337623,-84.5355875431966,NORTHSIDE,NORTHSIDE,2269,139015812,1,"CINC, OH 45223",BLACK,MALE,22,NONFATAL,06/23/2013 12:00:00 AM,JUN,012000,1,SUN,139015812,06/23/2013 01:20:00 AM,DISTRICT 5,45223,NORTHSIDE
4,5XX ROCKDALE AV,39.1457138459119,-84.497879224266,AVONDALE,AVONDALE,3138,159020291,1,"CINC, OH 45229",BLACK,MALE,35,NONFATAL,07/31/2015 12:00:00 AM,JUL,232000,23,FRI,159020291,07/31/2015 11:20:00 PM,DISTRICT 4,45229,AVONDALE
4,34XX BURNET AV,39.1457116434604,-84.4996696849616,AVONDALE,AVONDALE,464,40900900,1,,BLACK,MALE,20,NONFATAL,02/12/2009 12:00:00 AM,FEB,,N/A,THU,40900900,02/12/2009 12:00:00 AM,DISTRICT 4,45229,AVONDALE
3,32XX GLENMORE AV,39.145098114194,-84.6129343892916,WESTWOOD,WESTWOOD,3660,169024683,1,,BLACK,MALE,43,FATAL,09/22/2016 12:00:00 AM,SEP,000200,0,THU,169024683,09/22/2016 12:02:00 AM,DISTRICT 3,,WESTWOOD
1,2XX W LIBERTY,39.1122909058629,-84.518624124065,OVER-THE-RHINE,OVER-THE-RHINE,4558,199004344,1,,BLACK,MALE,24,NONFATAL,03/04/2019 12:00:00 AM,MAR,050000,5,MON,199004344,03/04/2019 05:00:00 AM,DISTRICT 1,,OTR
3,37XX WESTMONT DR,39.1230882088152,-84.5696406414085,WEST PRICE HILL,EAST PRICE HILL,1986,129028883,1,"COVINGTON, KY 41014",WHITE,MALE,21,NONFATAL,10/07/2012 12:00:00 AM,OCT,174500,17,SUN,129028883,10/07/2012 05:45:00 PM,DISTRICT 3,45205,WEST PRICE HILL
3,7XX WELLS ST,39.1036233986672,-84.5707031659537,EAST PRICE HILL,EAST PRICE HILL,568,30904466,1,,BLACK,FEMALE,37,FATAL,05/23/2009 12:00:00 AM,MAY,,N/A,SAT,30904466,05/23/2009 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,16XX YONKERS AV,39.140224999288,-84.5501759918276,MILLVALE,MILLVALE,5047,209011474,1,,BLACK,FEMALE,28,NONFATAL,06/03/2020 12:00:00 AM,JUN,003000,0,WED,209011474,06/03/2020 12:30:00 AM,DISTRICT 3,,NORTH FAIRMOUNT
5,8XX OAKFIELD AV,39.2005907557746,-84.5168422410511,COLLEGE HILL,WINTON HILLS,5206,209018585,1,,BLACK,MALE,39,NONFATAL,08/20/2020 12:00:00 AM,AUG,144500,14,THU,209018585,08/20/2020 02:45:00 PM,DISTRICT 5,,COLLEGE HILL
5,19XX CHASE AV,39.1658035833515,-84.5523711955476,NORTHSIDE,NORTHSIDE,3326,159033350,1,"CINCINNATI, OH 45239",BLACK,MALE,33,NONFATAL,12/12/2015 12:00:00 AM,DEC,183000,18,SAT,159033350,12/12/2015 06:30:00 PM,DISTRICT 5,,NORTHSIDE
4,2XX E RONALD REAGAN HW,39.2097622900365,-84.4863834374256,HARTWELL,HARTWELL,4206,189002939,1,,BLACK,FEMALE,57,NONFATAL,02/01/2018 12:00:00 AM,FEB,020000,2,THU,189002939,02/01/2018 02:00:00 AM,DISTRICT 4,,
3,36XX MCHENRY AV,39.1490265214404,-84.5626159872736,EAST WESTWOOD,EAST WESTWOOD,3282,159029758,1,"CINCINNATI, OH 45229",BLACK,MALE,32,NONFATAL,10/31/2015 12:00:00 AM,OCT,140000,14,SAT,159029758,10/31/2015 02:00:00 PM,DISTRICT 3,,EAST WESTWOOD
4,16XX SPARKLE DR,39.2058441302058,-84.4589173989916,ROSELAWN,ROSELAWN,42,08-H-11,1,,BLACK,MALE,23,FATAL,03/04/2008 12:00:00 AM,MAR,,N/A,TUE,08-H-11,03/04/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
5,9XX W NORTH BEND RD,39.2018094461487,-84.5207971161309,COLLEGE HILL,COLLEGE HILL,4101,179042478,1,,BLACK,MALE,25,NONFATAL,10/06/2017 12:00:00 AM,OCT,233000,23,FRI,179042478,10/06/2017 11:30:00 PM,DISTRICT 5,,
4,35XX READING RD,39.1468597146161,-84.489865762103,AVONDALE,AVONDALE,407,40809549,1,,BLACK,MALE,28,NONFATAL,12/24/2008 12:00:00 AM,DEC,,N/A,WED,40809549,12/24/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,4XX KINGS RUN DR,39.1776958448451,-84.5106463800325,SPRING GROVE VILLAGE,WINTON HILLS,77,50801976,2,,BLACK,MALE,36,NONFATAL,04/11/2008 12:00:00 AM,APR,,N/A,FRI,50801976,04/11/2008 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
4,17XX SEYMOUR AV,39.1901395579532,-84.4653954223964,ROSELAWN,ROSELAWN,864,41000764,3,,BLACK,FEMALE,19,NONFATAL,02/14/2010 12:00:00 AM,FEB,,N/A,SUN,41000764,02/14/2010 12:00:00 AM,DISTRICT 4,45237,BOND HILL
2,60XX MADISON RD,39.1614037034855,-84.3918721803532,MADISONVILLE,MADISONVILLE,273,20804509,1,,BLACK,MALE,32,NONFATAL,09/04/2008 12:00:00 AM,SEP,,N/A,THU,20804509,09/04/2008 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
1,7XX HOPKINS ST,39.1078088876505,-84.5272239775309,WEST END,WEST END,3563,169017660,1,"CINCINNATI, OH 45211",BLACK,MALE,26,NONFATAL,07/16/2016 12:00:00 AM,JUL,201000,20,SAT,169017660,07/16/2016 08:10:00 PM,DISTRICT 1,,WEST END
1,4XX DAYTON ST,39.1184076479002,-84.5268221783524,WEST END,WEST END,4949,209006846,1,,BLACK,FEMALE,24,NONFATAL,03/31/2020 12:00:00 AM,MAR,035500,3,TUE,209006846,03/31/2020 03:55:00 AM,DISTRICT 1,,WEST END
1,XX E LIBERTY ST,39.1134733703866,-84.5145713754653,OVER-THE-RHINE,OVER-THE-RHINE,2845,149031771,1,"CINCINNATI, OH 45223",BLACK,MALE,33,NONFATAL,12/14/2014 12:00:00 AM,DEC,231300,23,SUN,149031771,12/14/2014 11:13:00 PM,DISTRICT 1,45202,OTR
1,10XX MOUND ST,39.1061256868597,-84.523891688696,WEST END,WEST END,1234,11005451,1,"CINC, OH 45229",BLACK,MALE,41,NONFATAL,12/02/2010 12:00:00 AM,DEC,,N/A,THU,11005451,12/02/2010 12:00:00 AM,DISTRICT 1,45203,WEST END
5,50XX HAWAIIAN TE,39.1843269850021,-84.563273672305,MT AIRY,MT. AIRY,4158,179051227,2,,BLACK,FEMALE,31,NONFATAL,11/30/2017 12:00:00 AM,NOV,185500,18,THU,179051227,11/30/2017 06:55:00 PM,DISTRICT 5,,MOUNT AIRY
5,53XX BAHAMA TE,39.1881021557484,-84.5655493519338,MT AIRY,MT. AIRY,1945,129024921,2,"CINCINNATI, OH 45239",BLACK,MALE,28,NONFATAL,09/01/2012 12:00:00 AM,SEP,020600,2,SAT,129024921,09/01/2012 02:06:00 AM,DISTRICT 5,45223,MOUNT AIRY
3,37XX WARSAW AV,39.1132578848903,-84.5745159747051,EAST PRICE HILL,EAST PRICE HILL,930,31002708,1,,BLACK,MALE,21,NONFATAL,04/04/2010 12:00:00 AM,APR,,N/A,SUN,31002708,04/04/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,48XX READING RD,39.175310835184,-84.4675516708762,BOND HILL,BOND HILL,1406,41103092,3,"CINC, OH 45225",BLACK,MALE,21,NONFATAL,05/22/2011 12:00:00 AM,MAY,213500,21,SUN,41103092,05/22/2011 09:35:00 PM,DISTRICT 4,45237,BOND HILL
4,6XX LINCOLN AV,39.1325515619711,-84.4966813366381,AVONDALE,AVONDALE,685,40905858,1,,BLACK,MALE,24,NONFATAL,08/19/2009 12:00:00 AM,AUG,,N/A,WED,40905858,08/19/2009 12:00:00 AM,DISTRICT 4,45206,AVONDALE
2,56XX MONTGOMERY RD,39.1765373830948,-84.4383539673948,PLEASANT RIDGE,PLEASANT RIDGE,542,20901724,1,,BLACK,MALE,17,NONFATAL,04/26/2009 12:00:00 AM,APR,,N/A,SUN,20901724,04/26/2009 12:00:00 AM,DISTRICT 2,45212,PLEASANT RIDGE
4,36XX READING RD,39.1489760192458,-84.4872752485727,NORTH AVONDALE,AVONDALE,5020,209009668,1,,BLACK,MALE,18,NONFATAL,05/12/2020 12:00:00 AM,MAY,003000,0,TUE,209009668,05/12/2020 12:30:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,13XX KNOWLTON ST,39.1615629237277,-84.5334637205657,NORTHSIDE,NORTHSIDE,3623,169022075,1,,BLACK,MALE,36,FATAL,08/28/2016 12:00:00 AM,AUG,010100,1,SUN,169022075,08/28/2016 01:01:00 AM,DISTRICT 5,,NORTHSIDE
3,21XX KARLA DR,39.136093969286,-84.572602208054,SOUTH FAIRMOUNT,EAST WESTWOOD,569,30904469,1,,UNKNOWN,MALE,36,NONFATAL,05/23/2009 12:00:00 AM,MAY,,N/A,SAT,30904469,05/23/2009 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
5,6XX WINNESTE CT,39.1915939878275,-84.5132142448341,WINTON HILLS,WINTON HILLS,4765,199021150,1,,BLACK,MALE,33,NONFATAL,09/13/2019 12:00:00 AM,SEP,010000,1,FRI,199021150,09/13/2019 01:00:00 AM,DISTRICT 5,,WINTON HILLS
1,16XX RACE ST,39.1130272550446,-84.5188281609813,OVER-THE-RHINE,OVER-THE-RHINE,547,10901820,3,,BLACK,MALE,20,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,10901820,05/04/2009 12:00:00 AM,DISTRICT 1,45202,OTR
4,9XX E MCMILLAN AV,39.1260212497578,-84.4895840044419,WALNUT HILLS,WALNUT HILLS,2416,139027773,1,"CINC, OH 45224",BLACK,MALE,28,NONFATAL,10/10/2013 12:00:00 AM,OCT,091200,9,THU,139027773,10/10/2013 09:12:00 AM,DISTRICT 4,45206,WALNUT HILLS
5,54XX BETTMAN DR,39.1888285676578,-84.5120703679977,WINTON HILLS,WINTON HILLS,4475,189030484,1,,BLACK,MALE,31,NONFATAL,11/18/2018 12:00:00 AM,NOV,035000,3,SUN,189030484,11/18/2018 03:50:00 AM,DISTRICT 5,,WINTON HILLS
4,UNKNOWN ADDRESS IN AVONDALE,37.7956483903993,-89.3164936578326,AVONDALE,AVONDALE,3994,179027928,1,,BLACK,MALE,26,NONFATAL,07/18/2017 12:00:00 AM,JUL,181500,18,TUE,179027928,07/18/2017 06:15:00 PM,DISTRICT 4,,
4,12XX CHAPEL ST,39.1305700251208,-84.4849737787367,WALNUT HILLS,WALNUT HILLS,2793,149026564,3,"CINC, OH 45206",BLACK,MALE,16,NONFATAL,10/18/2014 12:00:00 AM,OCT,133500,13,SAT,149026564,10/18/2014 01:35:00 PM,DISTRICT 4,45206,WALNUT HILLS
2,19XX KINNEY AV,39.136129716103,-84.4675239222819,EVANSTON,EVANSTON,2389,139025828,1,"CINC, OH 45212",BLACK,MALE,35,NONFATAL,09/22/2013 12:00:00 AM,SEP,202000,20,SUN,139025828,09/22/2013 08:20:00 PM,DISTRICT 2,45207,EVANSTON
5,1XX W MCMILLAN ST,39.1278572703259,-84.5172080810714,FAIRVIEW,CUF,5233,209020301,3,,BLACK,MALE,16,NONFATAL,09/07/2020 12:00:00 AM,SEP,005000,0,MON,209020301,09/07/2020 12:50:00 AM,DISTRICT 5,,CUF - HEIGHTS
3,31XX MOZART AV,39.1531778639109,-84.604925313339,WESTWOOD,WESTWOOD,4947,209006798,1,,WHITE,MALE,51,NONFATAL,03/30/2020 12:00:00 AM,MAR,125500,12,MON,209006798,03/30/2020 12:55:00 PM,DISTRICT 3,,WESTWOOD
4,9XX WILLIAM H TAFT RD,39.1268288156174,-84.4900629582177,WALNUT HILLS,WALNUT HILLS,3632,169022553,1,,BLACK,MALE,13,NONFATAL,09/01/2016 12:00:00 AM,SEP,133000,13,THU,169022553,09/01/2016 01:30:00 PM,DISTRICT 4,,WALNUT HILLS
1,18XX BAYMILLER ST,39.1172122463837,-84.5295440446518,WEST END,WEST END,2973,159009977,1,"CINC, OH 45214",BLACK,MALE,33,NONFATAL,04/24/2015 12:00:00 AM,APR,043000,4,FRI,159009977,04/24/2015 04:30:00 AM,DISTRICT 1,45214,WEST END
3,30XX MICKEY AV,39.1180777974219,-84.5601224334548,EAST PRICE HILL,EAST PRICE HILL,2517,149002070,1,"CINTI, OH 45205",BLACK,MALE,48,NONFATAL,01/28/2014 12:00:00 AM,JAN,182000,18,TUE,149002070,01/28/2014 06:20:00 PM,DISTRICT 3,45204,EAST PRICE HILL
5,18XX CHASE AV,39.1643307637074,-84.5479424535494,NORTHSIDE,NORTHSIDE,700,50905210,3,,BLACK,MALE,26,NONFATAL,08/29/2009 12:00:00 AM,AUG,,N/A,SAT,50905210,08/29/2009 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
3,41XX PRESIDENT DR,39.1570172088842,-84.558492029846,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,1001,31005267,1,,BLACK,FEMALE,22,NONFATAL,06/07/2010 12:00:00 AM,JUN,,N/A,MON,31005267,06/07/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
3,31XX SUNSHINE AV,39.1455248265251,-84.5785907667859,WESTWOOD,WESTWOOD,3119,159018675,4,"CINCINNATI, OH 45225",BLACK,FEMALE,37,NONFATAL,07/17/2015 12:00:00 AM,JUL,201500,20,FRI,159018675,07/17/2015 08:15:00 PM,DISTRICT 3,45211,WESTWOOD
4,2XX MULBERRY ST,39.1163907792856,-84.5134260104128,MT AUBURN,MT. AUBURN,5022,209009987,1,,BLACK,MALE,28,NONFATAL,05/15/2020 12:00:00 AM,MAY,223500,22,FRI,209009987,05/15/2020 10:35:00 PM,DISTRICT 4,,MOUNT AUBURN
3,23XX WILLIAMSBURG DR,39.1553123445119,-84.5596111664481,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,1033,31006121,1,,BLACK,MALE,49,NONFATAL,06/30/2010 12:00:00 AM,JUN,,N/A,WED,31006121,06/30/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
3,25XX BEEKMAN ST,39.1311447216985,-84.5453009055955,NORTH FAIRMOUNT,NORTH FAIRMOUNT,4470,189029720,1,,BLACK,MALE,21,NONFATAL,11/07/2018 12:00:00 AM,NOV,161000,16,WED,189029720,11/07/2018 04:10:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
5,27XX W NORTH BEND RD,39.189587438675,-84.5753373704271,MT AIRY,MT. AIRY,3387,169004483,1,"CINCINNATI, OH 45224",BLACK,FEMALE,56,FATAL,02/26/2016 12:00:00 AM,FEB,090800,9,FRI,169004483,02/26/2016 09:08:00 AM,DISTRICT 5,,MOUNT AIRY
4,70XX GLENMEADOW LANE,39.188696619294,-84.4672881516439,BOND HILL,ROSELAWN,4354,189019039,1,,BLACK,MALE,22,NONFATAL,07/15/2018 12:00:00 AM,JUL,105000,10,SUN,189019039,07/15/2018 10:50:00 AM,DISTRICT 4,,BOND HILL
3,27XX MARYLAND AV,39.107867976422,-84.5578071958632,EAST PRICE HILL,EAST PRICE HILL,2629,149012239,1,"CINTI, OH 45211",WHITE,MALE,22,NONFATAL,05/27/2014 12:00:00 AM,MAY,013500,1,TUE,149012239,05/27/2014 01:35:00 AM,DISTRICT 3,45204,EAST PRICE HILL
1,1XX E 13TH ST,39.1091573366872,-84.5137071160312,OVER-THE-RHINE,OVER-THE-RHINE,1893,129020232,1,"CINC, OH 45202",BLACK,MALE,18,NONFATAL,07/22/2012 12:00:00 AM,JUL,153100,15,SUN,129020232,07/22/2012 03:31:00 PM,DISTRICT 1,45202,OTR
3,22XX QUEEN CITY AV,39.1268605352019,-84.5741756391424,SOUTH FAIRMOUNT,WEST PRICE HILL,1848,129015960,1,"CINC, OH 45212",BLACK,MALE,28,NONFATAL,06/14/2012 12:00:00 AM,JUN,023000,2,THU,129015960,06/14/2012 02:30:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
4,XX GLENCOE PL,39.1224970341742,-84.5106357092252,MT AUBURN,MT. AUBURN,854,41000532,1,,BLACK,MALE,37,NONFATAL,01/28/2010 12:00:00 AM,JAN,,N/A,THU,41000532,01/28/2010 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,16XX STERNBLOCK LN,39.184797696478,-84.4658912540363,BOND HILL,BOND HILL,4811,199004865,1,,WHITE,FEMALE,18,FATAL,10/23/2019 12:00:00 AM,OCT,204100,20,WED,199004865,10/23/2019 08:41:00 PM,DISTRICT 4,,BOND HILL
3,11XX STURM AV,39.1108537787957,-84.571577672276,EAST PRICE HILL,EAST PRICE HILL,1210,31011222,1,"CINC, OH 45205",BLACK,MALE,18,NONFATAL,11/08/2010 12:00:00 AM,NOV,,N/A,MON,31011222,11/08/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,15XX YARMOUTH AV,39.1746636443042,-84.4709634798983,BOND HILL,BOND HILL,798,40908307,1,,BLACK,MALE,56,NONFATAL,12/02/2009 12:00:00 AM,DEC,,N/A,WED,40908307,12/02/2009 12:00:00 AM,DISTRICT 4,45237,BOND HILL
3,9XX ELBERON AV,39.1080837734422,-84.5651242857462,EAST PRICE HILL,EAST PRICE HILL,3407,169005468,1,"CINCINNATI, OH 45205",BLACK,MALE,23,FATAL,03/09/2016 12:00:00 AM,MAR,060000,6,WED,169005468,03/09/2016 06:00:00 AM,DISTRICT 3,,EAST PRICE HILL
