DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
3,42XX ST LAWRENCE AV,39.1105915341742,-84.5901150875865,WEST PRICE HILL,WEST PRICE HILL,4194,189001575,1,,BLACK,MALE,32,NONFATAL,01/17/2018 12:00:00 AM,JAN,215000,21,WED,189001575,01/17/2018 09:50:00 PM,DISTRICT 3,,WEST PRICE HILL
1,2XX E LIBERTY ST,39.1127040102255,-84.5120845376757,OVER-THE-RHINE,OVER-THE-RHINE,4003,179028981,1,,BLACK,MALE,54,NONFATAL,07/23/2017 12:00:00 AM,JUL,120000,12,SUN,179028981,07/23/2017 12:00:00 PM,DISTRICT 1,,MOUNT AUBURN
4,23XX VINE ST,39.1235549309906,-84.5143327656094,MT AUBURN,MT. AUBURN,3029,159012908,1,"CINC, OH 45227",BLACK,MALE,41,NONFATAL,05/22/2015 12:00:00 AM,MAY,113900,11,FRI,159012908,05/22/2015 11:39:00 AM,DISTRICT 4,45219,MOUNT AUBURN
1,12XX PENDLETON ST,39.1101348988282,-84.5075008650587,PENDLETON,PENDLETON,852,11000310S2,2,,BLACK,MALE,32,NONFATAL,01/27/2010 12:00:00 AM,JAN,,N/A,WED,11000310S2,01/27/2010 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,27XX BAKER AV,39.134067146869,-84.5703648060683,SOUTH FAIRMOUNT,EAST WESTWOOD,3380,169003967,1,"CINCINNATI, OH 45211",BLACK,MALE,36,NONFATAL,02/20/2016 12:00:00 AM,FEB,004500,0,SAT,169003967,02/20/2016 12:45:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
5,53XX WINNESTE AV,39.1874080796925,-84.5154654779099,WINTON HILLS,WINTON HILLS,1031,51003815S1,1,,BLACK,MALE,22,NONFATAL,06/30/2010 12:00:00 AM,JUN,,N/A,WED,51003815S1,06/30/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,10XX CHAPEL ST,39.1309606110007,-84.4851206356439,WALNUT HILLS,WALNUT HILLS,2832,149030481,1,"CINC, OH 45216",BLACK,MALE,33,NONFATAL,11/30/2014 12:00:00 AM,NOV,035000,3,SUN,149030481,11/30/2014 03:50:00 AM,DISTRICT 4,45206,WALNUT HILLS
5,1XX W MITCHELL AV,39.1613972056528,-84.5069055293315,CLIFTON,CLIFTON,4954,209007202,1,,BLACK,MALE,23,NONFATAL,04/05/2020 12:00:00 AM,APR,115000,11,SUN,209007202,04/05/2020 11:50:00 AM,DISTRICT 5,,CLIFTON
3,36XX ALLVIEW CR,39.1369885681117,-84.6197659164278,WESTWOOD,WESTWOOD,4393,189023442,1,,WHITE,MALE,32,NONFATAL,08/26/2018 12:00:00 AM,AUG,202300,20,SUN,189023442,08/26/2018 08:23:00 PM,DISTRICT 3,,WESTWOOD
1,XX E MCMICKEN AV,39.1148805980687,-84.5148165784718,OVER-THE-RHINE,OVER-THE-RHINE,2353,139021780,1,"CINC, OH 45211",BLACK,MALE,33,NONFATAL,08/14/2013 12:00:00 AM,AUG,203800,20,WED,139021780,08/14/2013 08:38:00 PM,DISTRICT 1,45202,OTR
1,3XX E 14TH ST,39.1111708886187,-84.5090430615729,PENDLETON,PENDLETON,1877,129018869,1,"MASON, OH 40540",WHITE,FEMALE,43,NONFATAL,07/06/2012 12:00:00 AM,JUL,131900,13,FRI,129018869,07/06/2012 01:19:00 PM,DISTRICT 1,45202,PENDLETON
4,26XX EUCLID AV,39.129857237177,-84.5083676798836,CORRYVILLE,CORRYVILLE,1972,129027994,1,"CINC, OH 45229",BLACK,MALE,35,FATAL,09/26/2012 12:00:00 AM,SEP,175000,17,WED,129027994,09/26/2012 05:50:00 PM,DISTRICT 4,45219,CORRYVILLE
2,54XX BEECHMONT AV,39.105133734544,-84.391660212603,MT WASHINGTON,MT. WASHINGTON,5135,209015821,1,,WHITE,MALE,29,FATAL,07/21/2020 12:00:00 AM,JUL,111500,11,TUE,209015821,07/21/2020 11:15:00 AM,DISTRICT 2,,MOUNT WASHINGTON
1,14XX VINE ST,39.1107550522884,-84.5157263740608,OVER-THE-RHINE,OVER-THE-RHINE,232,10803639,1,,BLACK,MALE,24,NONFATAL,07/27/2008 12:00:00 AM,JUL,,N/A,SUN,10803639,07/27/2008 12:00:00 AM,DISTRICT 1,45202,OTR
3,39XX W 8TH ST,39.1061126036654,-84.5797830287376,WEST PRICE HILL,WEST PRICE HILL,4436,189027076,1,,BLACK,MALE,41,NONFATAL,10/08/2018 12:00:00 AM,OCT,013000,1,MON,189027076,10/08/2018 01:30:00 AM,DISTRICT 3,,WEST PRICE HILL
1,16XX DALTON AV,39.1141385603548,-84.5349914902296,WEST END,QUEENSGATE,3452,169010158,1,"CINCINNATI, OH 41073",WHITE,MALE,21,NONFATAL,04/30/2016 12:00:00 AM,APR,021000,2,SAT,169010158,04/30/2016 02:10:00 AM,DISTRICT 1,,WEST END
4,48XX READING RD,39.1760126473757,-84.4673192289801,BOND HILL,BOND HILL,1195,41006978,1,"CINC, OH 45237",BLACK,MALE,34,FATAL,10/30/2010 12:00:00 AM,OCT,,N/A,SAT,41006978,10/30/2010 12:00:00 AM,DISTRICT 4,45237,BOND HILL
5,47XX GRAY RD,39.1762927904145,-84.5214389434689,WINTON HILLS,SPRING GROVE VILLAGE,4480,189030807,1,,BLACK,MALE,58,FATAL,11/21/2018 12:00:00 AM,NOV,221000,22,WED,189030807,11/21/2018 10:10:00 PM,DISTRICT 5,,SPRING GROVE VILLAGE
2,2XX STRADER AV,39.1178400230832,-84.4424333156169,EAST END,EAST END,4228,189006647,1,,OTHER,MALE,13,NONFATAL,03/13/2018 12:00:00 AM,MAR,230000,23,TUE,189006647,03/13/2018 11:00:00 PM,DISTRICT 2,,EAST END
3,10XX DELHI AV,39.0955534780203,-84.5777012113925,EAST PRICE HILL,RIVERSIDE,4877,209000268,1,,WHITE,MALE,19,NONFATAL,01/03/2020 12:00:00 AM,JAN,230000,23,FRI,209000268,01/03/2020 11:00:00 PM,DISTRICT 3,,SEDAMSVILLE
3,22XX WYOMING AV,39.1247223271339,-84.5748436976241,WEST PRICE HILL,WEST PRICE HILL,4588,199007658,1,,WHITE,MALE,26,NONFATAL,04/16/2019 12:00:00 AM,APR,140800,14,TUE,199007658,04/16/2019 02:08:00 PM,DISTRICT 3,,WEST PRICE HILL
1,12XX MAIN ST,39.1103368140227,-84.5110143922671,OVER-THE-RHINE,OVER-THE-RHINE,2236,139013700,1,"CINC, OH 45213",BLACK,MALE,40,NONFATAL,06/01/2013 12:00:00 AM,JUN,222100,22,SAT,139013700,06/01/2013 10:21:00 PM,DISTRICT 1,45202,OTR
3,21XX QUEEN CITY AV,39.1283041080732,-84.5738998376493,SOUTH FAIRMOUNT,WESTWOOD,4846,199027534,3,,BLACK,FEMALE,23,NONFATAL,11/29/2019 12:00:00 AM,NOV,015000,1,FRI,199027534,11/29/2019 01:50:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
3,22XX WESTWOOD NORTHERN BV,39.1456824060298,-84.566673004743,EAST WESTWOOD,EAST WESTWOOD,2158,139008092,1,"CINC, OH 45211",BLACK,MALE,28,NONFATAL,04/08/2013 12:00:00 AM,APR,224000,22,MON,139008092,04/08/2013 10:40:00 PM,DISTRICT 3,45225,EAST WESTWOOD
3,16XX GILSEY AV,39.1200663972319,-84.580230913055,WEST PRICE HILL,WEST PRICE HILL,2394,139026225,1,"CINC, OH 45219",BLACK,MALE,36,NONFATAL,09/25/2013 12:00:00 AM,SEP,220000,22,WED,139026225,09/25/2013 10:00:00 PM,DISTRICT 3,45205,WEST PRICE HILL
,4XX W 3RD ST,39.0968299493037,-84.5189528532453,CBD/RIVERFRONT,DOWNTOWN,2268,139017076,3,0,BLACK,MALE,23,NONFATAL,06/19/2013 12:00:00 AM,JUN,230500,23,WED,139017076,06/19/2013 11:05:00 PM,CENTRAL BUSINESS SECTION,45203,DOWNTOWN
1,7XX CHESTNUT ST,39.1060627225865,-84.5275770583979,WEST END,WEST END,455,10900476,1,,BLACK,MALE,36,NONFATAL,02/07/2009 12:00:00 AM,FEB,,N/A,SAT,10900476,02/07/2009 12:00:00 AM,DISTRICT 1,45203,WEST END
4,24XX MAPLEWOOD AV,39.1251852113079,-84.5053277610223,MT AUBURN,MT. AUBURN,4155,179050461,1,,BLACK,MALE,15,NONFATAL,11/27/2017 12:00:00 AM,NOV,013000,1,MON,179050461,11/27/2017 01:30:00 AM,DISTRICT 4,,MOUNT AUBURN
5,41XX LAKEMAN ST,39.1620882627404,-84.5451561708178,NORTHSIDE,NORTHSIDE,3174,159023027,1,"CINCINNATI, OH 45223",BLACK,MALE,23,NONFATAL,08/26/2015 12:00:00 AM,AUG,014200,1,WED,159023027,08/26/2015 01:42:00 AM,DISTRICT 5,45223,NORTHSIDE
2,66XX MONTGOMERY RD,39.1900585322212,-84.4122008368933,KENNEDY HEIGHTS,KENNEDY HEIGHTS,4357,189019445,1,,BLACK,MALE,51,NONFATAL,07/19/2018 12:00:00 AM,JUL,010000,1,THU,189019445,07/19/2018 01:00:00 AM,DISTRICT 2,,KENNEDY HEIGHTS
3,37XX WESTMONT DR,39.1242622992038,-84.5694178651776,WEST PRICE HILL,EAST PRICE HILL,4951,209006915,1,,HISPANIC,MALE,27,NONFATAL,04/01/2020 12:00:00 AM,APR,072000,7,WED,209006915,04/01/2020 07:20:00 AM,DISTRICT 3,,WEST PRICE HILL
3,31XX SUNSHINE AV,39.1440822866844,-84.5797603452574,WESTWOOD,WESTWOOD,5009,209009398,1,,BLACK,MALE,56,NONFATAL,05/07/2020 12:00:00 AM,MAY,225000,22,THU,209009398,05/07/2020 10:50:00 PM,DISTRICT 3,,WESTWOOD
2,33XX BONAPARTE AV,39.137695939935,-84.4689084800524,EVANSTON,EVANSTON,1870,129018270,1,"CINC, OH 45207",BLACK,MALE,20,NONFATAL,07/03/2012 12:00:00 AM,JUL,014400,1,TUE,129018270,07/03/2012 01:44:00 AM,DISTRICT 2,45207,EVANSTON
5,52XX HOLLAND DR,39.1857018976107,-84.5111370244705,WINTON HILLS,WINTON HILLS,4010,179029943,1,,BLACK,MALE,29,NONFATAL,07/28/2017 12:00:00 AM,JUL,063700,6,FRI,179029943,07/28/2017 06:37:00 AM,DISTRICT 5,,WINTON HILLS
4,16XX CREST HILL AV,39.2041714630522,-84.4575452006836,ROSELAWN,ROSELAWN,3437,169008540,1,"CINCINNATI, OH 45237",BLACK,MALE,20,FATAL,04/12/2016 12:00:00 AM,APR,180500,18,TUE,169008540,04/12/2016 06:05:00 PM,DISTRICT 4,,ROSELAWN
1,1XX W LIBERTY ST,39.1137705562378,-84.5178642002485,OVER-THE-RHINE,OVER-THE-RHINE,1696,129000136,1,"CINC, OH 45214",BLACK,MALE,27,NONFATAL,01/03/2012 12:00:00 AM,JAN,070000,7,TUE,129000136,01/03/2012 07:00:00 AM,DISTRICT 1,45202,OTR
3,17XX CARLL ST,39.13524767867,-84.5510365870785,NORTH FAIRMOUNT,NORTH FAIRMOUNT,2119,139004426,1,"CINC, OH 45247",WHITE,MALE,17,FATAL,02/24/2013 12:00:00 AM,FEB,205100,20,SUN,139004426,02/24/2013 08:51:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
4,9XX CHAPEL ST,39.1306719470977,-84.4878027072375,WALNUT HILLS,WALNUT HILLS,217,40805139,1,,BLACK,MALE,19,NONFATAL,07/20/2008 12:00:00 AM,JUL,,N/A,SUN,40805139,07/20/2008 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
2,49XX EBERSOLE AV,39.1601491868372,-84.3949176459552,MADISONVILLE,MADISONVILLE,4827,199025727,1,,BLACK,MALE,35,NONFATAL,11/05/2019 12:00:00 AM,NOV,111200,11,TUE,199025727,11/05/2019 11:12:00 AM,DISTRICT 2,,MADISONVILLE
5,50XX HAWAIIAN TE,39.1831069861601,-84.5649036723567,MT AIRY,MT. AIRY,4900,209003527,1,,BLACK,MALE,28,NONFATAL,02/14/2020 12:00:00 AM,FEB,224000,22,FRI,209003527,02/14/2020 10:40:00 PM,DISTRICT 5,,MOUNT AIRY
1,14XX MAIN ST,39.1112267195972,-84.5115457014212,OVER-THE-RHINE,OVER-THE-RHINE,1992,129029821,1,"LUDLOW, KY 41016",WHITE,MALE,49,NONFATAL,10/14/2012 12:00:00 AM,OCT,142200,14,SUN,129029821,10/14/2012 02:22:00 PM,DISTRICT 1,45202,OTR
4,33XX READING RD,39.1414505208116,-84.492307479975,AVONDALE,AVONDALE,4491,189031996,1,,BLACK,MALE,40,NONFATAL,12/06/2018 12:00:00 AM,DEC,194500,19,THU,189031996,12/06/2018 07:45:00 PM,DISTRICT 4,,AVONDALE
4,5XX CARMALT,39.1171240921404,-84.5048188626991,MT AUBURN,MT. AUBURN,2276,139016333,1,"CINC, OH 45219",BLACK,MALE,34,NONFATAL,06/26/2013 12:00:00 AM,JUN,011500,1,WED,139016333,06/26/2013 01:15:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,6XX PROSPECT PL,39.143485491582,-84.4929326106154,AVONDALE,AVONDALE,3630,169022514,1,"CINCINNATI, OH 45229",BLACK,MALE,44,NONFATAL,09/01/2016 12:00:00 AM,SEP,002500,0,THU,169022514,09/01/2016 12:25:00 AM,DISTRICT 4,,AVONDALE
4,15XX YARMOUTH AV,39.1740391463382,-84.4686991507439,BOND HILL,BOND HILL,5077,209012874,1,,BLACK,MALE,37,NONFATAL,06/18/2020 12:00:00 AM,JUN,174000,17,THU,209012874,06/18/2020 05:40:00 PM,DISTRICT 4,,BOND HILL
1,8XX YORK ST,39.1165788840711,-84.5280690273484,WEST END,WEST END,2465,139032366,3,"CINCINNATI, OH 45214",BLACK,MALE,16,NONFATAL,11/28/2013 12:00:00 AM,NOV,112000,11,THU,139032366,11/28/2013 11:20:00 AM,DISTRICT 1,45214,WEST END
4,34XX BURNET AV,39.1434380071974,-84.4991575396542,AVONDALE,AVONDALE,2810,149028138,1,"CINC, OH 45229",BLACK,MALE,51,NONFATAL,11/03/2014 12:00:00 AM,NOV,144500,14,MON,149028138,11/03/2014 02:45:00 PM,DISTRICT 4,45229,AVONDALE
1,18XX RACE ST,39.1167018003455,-84.5184990646445,OVER-THE-RHINE,OVER-THE-RHINE,129,10802369,1,,BLACK,MALE,27,NONFATAL,05/24/2008 12:00:00 AM,MAY,,N/A,SAT,10802369,05/24/2008 12:00:00 AM,DISTRICT 1,45202,OTR
2,36XX CLARION AV,39.1465572417857,-84.4704356694344,EVANSTON,EVANSTON,1732,129003178,1,"CINC, OH 45207",BLACK,MALE,40,NONFATAL,02/03/2012 12:00:00 AM,FEB,151800,15,FRI,129003178,02/03/2012 03:18:00 PM,DISTRICT 2,45207,EVANSTON
1,13XX BROADWAY,39.1109192146272,-84.5077281580723,PENDLETON,PENDLETON,5201,209018210,1,,WHITE,MALE,31,NONFATAL,08/16/2020 12:00:00 AM,AUG,214500,21,SUN,209018210,08/16/2020 09:45:00 PM,DISTRICT 1,,PENDLETON
1,12XX RACE ST,39.1084854578598,-84.5158679152415,OVER-THE-RHINE,OVER-THE-RHINE,848,11000275S1,1,,BLACK,MALE,28,NONFATAL,01/26/2010 12:00:00 AM,JAN,,N/A,TUE,11000275S1,01/26/2010 12:00:00 AM,DISTRICT 1,45202,OTR
3,21XX KARLA DR,39.135444140348,-84.5726883644573,WESTWOOD,EAST WESTWOOD,3359,169001590,1,"CINCINNATI, OH 45211",BLACK,MALE,37,NONFATAL,01/19/2016 12:00:00 AM,JAN,183000,18,TUE,169001590,01/19/2016 06:30:00 PM,DISTRICT 3,,WESTWOOD
5,59XX HAMILTON AV,39.1998899543676,-84.5462727778577,COLLEGE HILL,COLLEGE HILL,3934,179019121,1,,BLACK,MALE,37,NONFATAL,05/24/2017 12:00:00 AM,MAY,182000,18,WED,179019121,05/24/2017 06:20:00 PM,DISTRICT 5,,COLLEGE HILL
4,23XX KEMPER LN,39.1220182805617,-84.487367253044,WALNUT HILLS,WALNUT HILLS,2359,139022665,1,"CINCINNATI, OH 45206",BLACK,MALE,29,NONFATAL,08/22/2013 12:00:00 AM,AUG,220000,22,THU,139022665,08/22/2013 10:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
3,12XX ILIFF AV,39.1143897358346,-84.5808326965033,WEST PRICE HILL,WEST PRICE HILL,4505,189033366,2,,WHITE,MALE,22,NONFATAL,12/23/2018 12:00:00 AM,DEC,170000,17,SUN,189033366,12/23/2018 05:00:00 PM,DISTRICT 3,,WEST PRICE HILL
2,32XX GILBERT AV,39.136632338032,-84.4755884949771,EVANSTON,EVANSTON,1715,129001748,1,"CINC, OH 45229",BLACK,MALE,26,NONFATAL,01/16/2012 12:00:00 AM,JAN,122600,12,MON,129001748,01/16/2012 12:26:00 PM,DISTRICT 2,45207,EVANSTON
4,10XX CHAPEL ST,39.1319593479125,-84.4875986093124,WALNUT HILLS,WALNUT HILLS,3110,159017757,1,"CINCINNATI, OH 45206",BLACK,MALE,25,NONFATAL,07/09/2015 12:00:00 AM,JUL,220000,22,THU,159017757,07/09/2015 10:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
2,60XX KENNEDY AV,39.1804964208654,-84.4150824527407,KENNEDY HEIGHTS,KENNEDY HEIGHTS,4306,189014674,1,,BLACK,MALE,32,NONFATAL,06/03/2018 12:00:00 AM,JUN,141300,14,SUN,189014674,06/03/2018 02:13:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
5,44XX COLERAIN AV,39.1670421417171,-84.5528853768992,NORTHSIDE,MT. AIRY,1975,129028148,1,"CINCINNATI, OH 45207",BLACK,MALE,21,FATAL,09/28/2012 12:00:00 AM,SEP,084200,8,FRI,129028148,09/28/2012 08:42:00 AM,DISTRICT 5,45223,NORTHSIDE
3,33XX QUEEN CITY AV,39.1412477621133,-84.6115776597768,WESTWOOD,WESTWOOD,3617,169021702,2,"CINCINNATI, OH 45229",BLACK,MALE,19,NONFATAL,08/24/2016 12:00:00 AM,AUG,015900,1,WED,169021702,08/24/2016 01:59:00 AM,DISTRICT 3,,WESTWOOD
5,16XX CEDAR AV,39.1991664202833,-84.5489312773777,COLLEGE HILL,COLLEGE HILL,3967,179025005,1,,BLACK,MALE,48,NONFATAL,06/30/2017 12:00:00 AM,JUN,010000,1,FRI,179025005,06/30/2017 01:00:00 AM,DISTRICT 5,,COLLEGE HILL
5,XX JUERGENS AV,39.1514482246376,-84.5101956689848,CLIFTON,CLIFTON,2165,139008672,1,"CINC, OH 45220",BLACK,FEMALE,38,NONFATAL,04/13/2013 12:00:00 AM,APR,181100,18,SAT,139008672,04/13/2013 06:11:00 PM,DISTRICT 5,45220,CLIFTON
3,26XX FENTON AV,39.1360290192737,-84.5781140063222,WESTWOOD,WESTWOOD,4716,199017746,1,,BLACK,MALE,17,NONFATAL,08/08/2019 12:00:00 AM,AUG,043000,4,THU,199017746,08/08/2019 04:30:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
5,7XX DUTCH COLONY DR,39.1903992939576,-84.5141466740707,WINTON HILLS,WINTON HILLS,3909,179015501,1,,BLACK,MALE,21,NONFATAL,05/02/2017 12:00:00 AM,MAY,104500,10,TUE,179015501,05/02/2017 10:45:00 AM,DISTRICT 5,,WINTON HILLS
4,22XX IOWA AV,39.1218405501774,-84.5009205594913,WALNUT HILLS,WALNUT HILLS,4446,189027968,1,,WHITE,MALE,33,NONFATAL,10/17/2018 12:00:00 AM,OCT,231000,23,WED,189027968,10/17/2018 11:10:00 PM,DISTRICT 4,,WALNUT HILLS
3,9XX WOODLAWN AV,39.1092705983869,-84.5677825750689,EAST PRICE HILL,EAST PRICE HILL,1757,129006835,1,"CINC, OH 45205",BLACK,MALE,19,FATAL,03/16/2012 12:00:00 AM,MAR,223500,22,FRI,129006835,03/16/2012 10:35:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,24XX WESTWOOD NORTHERN BV,39.146377631134,-84.5783757556283,WESTWOOD,EAST WESTWOOD,4046,179034518,1,,BLACK,FEMALE,22,NONFATAL,08/24/2017 12:00:00 AM,AUG,234000,23,THU,179034518,08/24/2017 11:40:00 PM,DISTRICT 3,,WESTWOOD
3,10XX ROSEMONT AV,39.1104654108354,-84.5826385119653,WEST PRICE HILL,WEST PRICE HILL,4251,189011135,1,,BLACK,FEMALE,30,NONFATAL,04/30/2018 12:00:00 AM,APR,122000,12,MON,189011135,04/30/2018 12:20:00 PM,DISTRICT 3,,WEST PRICE HILL
1,17XX RACE ST,39.113331121705,-84.5171877319925,OVER-THE-RHINE,OVER-THE-RHINE,3054,159014662,1,"CINCINNATI, OH 45219",BLACK,MALE,27,NONFATAL,06/09/2015 12:00:00 AM,JUN,130800,13,TUE,159014662,06/09/2015 01:08:00 PM,DISTRICT 1,45202,OTR
1,13XX WALNUT ST,39.1101993890259,-84.5142422692909,OVER-THE-RHINE,OVER-THE-RHINE,5089,209013358,1,,BLACK,MALE,19,NONFATAL,06/24/2020 12:00:00 AM,JUN,040500,4,WED,209013358,06/24/2020 04:05:00 AM,DISTRICT 1,,OTR
3,4XX ELBERON AVE,39.0985007432112,-84.5659692575817,EAST PRICE HILL,EAST PRICE HILL,4258,189011756,1,,BLACK,MALE,27,NONFATAL,05/07/2018 12:00:00 AM,MAY,003000,0,MON,189011756,05/07/2018 12:30:00 AM,DISTRICT 3,,EAST PRICE HILL
2,61XX PRENTICE ST,39.1595661553044,-84.3908423743621,MADISONVILLE,MADISONVILLE,3169,159022597,7,"CINCINNATI, OH 45237",BLACK,MALE,49,NONFATAL,08/21/2015 12:00:00 AM,AUG,235800,23,FRI,159022597,08/21/2015 11:58:00 PM,DISTRICT 2,45227,MADISONVILLE
5,49XX HAWAIIAN TE,39.1849160093784,-84.564038758956,MT AIRY,MT. AIRY,5036,209011026,1,,BLACK,MALE,23,FATAL,05/28/2020 12:00:00 AM,MAY,191500,19,THU,209011026,05/28/2020 07:15:00 PM,DISTRICT 5,,MOUNT AIRY
5,46XX HAMILTON AV,39.1753269075647,-84.5435327919062,NORTHSIDE,NORTHSIDE,2586,149009047,1,"CINTI, OH 45223",BLACK,MALE,40,NONFATAL,04/24/2014 12:00:00 AM,APR,033500,3,THU,149009047,04/24/2014 03:35:00 AM,DISTRICT 5,45223,NORTHSIDE
5,15XX CEDAR AV,39.1989434740786,-84.5464872412484,COLLEGE HILL,COLLEGE HILL,1643,51106377,1,"CIN, OH 45224",BLACK,MALE,47,NONFATAL,11/10/2011 12:00:00 AM,NOV,214500,21,THU,51106377,11/10/2011 09:45:00 PM,DISTRICT 5,45224,COLLEGE HILL
3,25XX NOTTINGHAM RD,39.1570782600626,-84.5607679117881,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,1128,31009211,4,"CINC, OH 45232",BLACK,FEMALE,24,NONFATAL,09/14/2010 12:00:00 AM,SEP,,N/A,TUE,31009211,09/14/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,68XX FAIRPARK AV,39.1927465386174,-84.4842081902733,CARTHAGE,CARTHAGE,4344,189017833,2,,BLACK,MALE,40,NONFATAL,07/03/2018 12:00:00 AM,JUL,221500,22,TUE,189017833,07/03/2018 10:15:00 PM,DISTRICT 4,,CARTHAGE
1,15XX JOHN ST,39.1104565171828,-84.5237604663717,WEST END,WEST END,5050,209011754,1,,BLACK,MALE,30,FATAL,06/06/2020 12:00:00 AM,JUN,042400,4,SAT,209011754,06/06/2020 04:24:00 AM,DISTRICT 1,,WEST END
1,11XX LINN ST,39.108335979816,-84.5280026024498,WEST END,WEST END,3795,179001832,1,,BLACK,MALE,19,NONFATAL,01/19/2017 12:00:00 AM,JAN,180500,18,THU,179001832,01/19/2017 06:05:00 PM,DISTRICT 1,,WEST END
3,36XX WARSAW AV,39.1097487013366,-84.5710618819794,EAST PRICE HILL,EAST PRICE HILL,1701,129000377,2,"CINC, OH 45205",BLACK,MALE,18,NONFATAL,01/07/2012 12:00:00 AM,JAN,022500,2,SAT,129000377,01/07/2012 02:25:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,10XX WINFIELD AV,39.1111426909313,-84.5842445271657,WEST PRICE HILL,WEST PRICE HILL,4126,179047001,1,,BLACK,MALE,38,NONFATAL,11/01/2017 12:00:00 AM,NOV,122800,12,WED,179047001,11/01/2017 12:28:00 PM,DISTRICT 3,,WEST PRICE HILL
3,49XX GLENWAY AV,39.1200145956513,-84.6000522213681,WEST PRICE HILL,WEST PRICE HILL,4594,199008591,1,,BLACK,MALE,28,NONFATAL,04/27/2019 12:00:00 AM,APR,120000,12,SAT,199008591,04/27/2019 12:00:00 PM,DISTRICT 3,,WEST PRICE HILL
5,10XX GROESBECK RD,39.1938044093778,-84.5325383637474,COLLEGE HILL,COLLEGE HILL,916,51001509,2,,BLACK,MALE,25,FATAL,03/26/2010 12:00:00 AM,MAR,,N/A,FRI,51001509,03/26/2010 12:00:00 AM,DISTRICT 5,45232,COLLEGE HILL
3,17XX GILSEY AV,39.1212455503555,-84.5829768702426,WEST PRICE HILL,WEST PRICE HILL,4992,209008546,1,,BLACK,MALE,39,NONFATAL,04/26/2020 12:00:00 AM,APR,001500,0,SUN,209008546,04/26/2020 12:15:00 AM,DISTRICT 3,,WEST PRICE HILL
3,21XX STORRS ST,39.1026401557108,-84.5518040620272,LOWER PRICE HILL,LOWER PRICE HILL,1856,129017037,3,"CINCINNATI, OH",BLACK,MALE,31,NONFATAL,06/24/2012 12:00:00 AM,JUN,222500,22,SUN,129017037,06/24/2012 10:25:00 PM,DISTRICT 3,45204,LOWER PRICE HILL
1,17XX VINE ST,39.1152501790558,-84.5158936877751,OVER-THE-RHINE,OVER-THE-RHINE,1091,11003871,1,"CINC, OH 45205",BLACK,MALE,18,NONFATAL,08/28/2010 12:00:00 AM,AUG,,N/A,SAT,11003871,08/28/2010 12:00:00 AM,DISTRICT 1,45202,OTR
3,25XX NOTTINGHAM RD,39.1563510201695,-84.5615414141378,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,631,30906278,1,,BLACK,MALE,24,NONFATAL,07/09/2009 12:00:00 AM,JUL,,N/A,THU,30906278,07/09/2009 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
5,6XX ORIENT AV,39.1721799106328,-84.5135987646073,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,4809,199024551,1,,BLACK,MALE,41,NONFATAL,10/22/2019 12:00:00 AM,OCT,141000,14,TUE,199024551,10/22/2019 02:10:00 PM,DISTRICT 5,,SPRING GROVE VILLAGE
4,26XX EDEN AV,39.1284220138607,-84.5070272810042,CORRYVILLE,CORRYVILLE,105,40802891,1,,BLACK,MALE,32,FATAL,04/30/2008 12:00:00 AM,APR,,N/A,WED,40802891,04/30/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
5,42XX CARLIN ST,39.1679899804283,-84.5521142707929,NORTHSIDE,NORTHSIDE,2037,129034537,1,"HAMILTON, OH 45011",BLACK,MALE,20,NONFATAL,11/27/2012 12:00:00 AM,NOV,125400,12,TUE,129034537,11/27/2012 12:54:00 PM,DISTRICT 5,45223,NORTHSIDE
